query,region,title,excerpt,date,source,link
semiconductor,GB,"After Growing 18% In 2 Years, Why Is Texas Instruments’ Revenue Expected To 
Drop 3% Over The Next 2 Years?","Texas Instruments' Analog Semiconductors division, which sells analog ... 
This segment includes revenue from TI's smaller semiconductor product lines 
and ...",2020-1-6,Forbes,https://www.forbes.com/sites/greatspeculations/2020/01/06/after-growing-18-in-2-years-why-is-texas-instruments-revenue-expected-to-drop-3-over-the-next-2-years/
semiconductor,GB,Taiwan Semiconductor: My Top Semiconductor Pick For 2020,"Historically, semiconductor manufacturing was performed by companies that 
designed chips and then produced them. As the semiconductor industry 
evolved, ...",2020-1-10,Seeking Alpha,https://seekingalpha.com/article/4316247-taiwan-semiconductor-top-semiconductor-pick-for-2020
semiconductor,GB,3D sensing platform for access control and smart video ...,"“ON Semiconductor's RGB-IR sensor technology enables single sensor 
solutions to provide both visible and IR images in security and vision IoT 
applications,” ...",2020-1-6,Help Net Security,https://www.helpnetsecurity.com/2020/01/06/3d-sensing-platform/
semiconductor,GB,Previous Intel is the world's biggest chipmaker once again,"Intel's semiconductor revenue for 2019 topped out at over $65 billion USD 
with a 15.7 percent market share, making Intel the highest earning chip 
maker in ...",2020-1-16,KitGuru,https://www.kitguru.net/components/matthew-wilson/intel-is-the-worlds-biggest-chipmaker-once-again/
semiconductor,GB,The potential future of S. Korea's semiconductor ecosystem,"While Samsung Electronics and SK Hynix were its chief clients as recently 
as 2008, the company began also supplying to overseas semiconductor 
companies last ...",2020-1-19,The Hankyoreh,https://english.hani.co.kr/arti/english_edition/e_business/924948.html
semiconductor,GB,Lam Research Roars to New Heights on Improving WFE Industry Conditions,"Semiconductor equipment with a round wafer. Image source: Getty Images. ""An 
improving wafer fabrication equipment environment..."" Adjusted for one-time 
items ...",2020-1-31,The Motley Fool,https://www.fool.com/investing/2020/01/31/lam-research-roars-to-new-heights-on-improving-wfe.aspx
semiconductor,GB,​The Rise in Semiconductor Content Per Vehicle Is a Win for ...,"Automotive semiconductors are a competitive marketplace with companies like 
STMicroelectronics, NXP Semiconductor and Infineon Technologies, but one of 
the most ...",2020-1-7,Equities.com,https://www.equities.com/news/the-rise-of-semiconductor-content-per-vehicle-is-a-win-for-texas-instruments
semiconductor,GB,"Two-Thirds of Semiconductor Companies Plan to Pass Tariff Costs on to 
Customers: Survey","Two-thirds of semiconductor manufacturers globally say they are likely to 
raise prices to pass along the added cost of tariffs to customers, 
according to a ...",2020-1-16,TheStreet,https://www.thestreet.com/investing/semiconductor-firms-to-pass-tariffs-on-to-customers
semiconductor,GB,Versatile in use -- FBH semiconductor light sources,"Versatile in use -- FBH semiconductor light sources · High-power diode 
laser stacks for high duty cycle operation · Next generation LiDAR laser 
source for line ...",2020-1-7,EurekAlert!,https://www.eurekalert.org/pub_releases/2020-01/fb-viu010720.php
semiconductor,GB,"Precise Growth of Semiconductor Foundry Market Impact of Existing and 
Emerging Flexible Trends and Top Key Pla","Top Leading Key in Players Global Semiconductor Foundry Market: TSMC, 
Globalfoundries, UMC, SMIC, Samsung, Dongbu HiTek, Fujitsu Semiconductor, 
Hua Hong ...",2020-1-13,openPR.com,https://www.openpr.com/news/1894872/precise-growth-of-semiconductor-foundry-market-impact
semiconductor,GB,Key Nintendo and Sony chip supplier sees robust recovery in ...,"""From the semiconductor industry's point of view, it will still take China 
some 20 years to train a pool of qualified engineering talent and to build 
up its own ...",2020-1-3,Nikkei Asia,https://asia.nikkei.com/Editor-s-Picks/Interview/Key-Nintendo-and-Sony-chip-supplier-sees-robust-recovery-in-2020
semiconductor,GB,A bright future for Moore’s Law,"Presented by Intel. Moore's Law has been the guiding principle for the 
semiconductor industry for more than fifty years. For thirty of those 
years, ...",2020-1-7,VentureBeat,https://venturebeat.com/2020/01/07/a-bright-future-for-moores-law/
semiconductor,GB,Brian Beattie leaves Lattice Semiconductor (Nasdaq: LSCC ...,"Leadership changes continue at Lattice Semiconductor with resignation of 
board member ... Changes in Lattice Semiconductor management continued 
right through the ...",2020-1-2,The Business Journals,https://www.bizjournals.com/portland/news/2020/01/02/turnover-continues-at-lattice-semiconductor-with.html
semiconductor,GB,Brian Beattie leaves Lattice Semiconductor (Nasdaq: LSCC ...,"Leadership changes continue at Lattice Semiconductor with resignation of 
board member ... Changes in Lattice Semiconductor management continued 
right through the ...",2020-1-2,The Business Journals,https://www.bizjournals.com/portland/news/2020/01/02/turnover-continues-at-lattice-semiconductor-with.html
semiconductor,GB,Amkor Technology to Announce Fourth Quarter and Full Year ...,"(Nasdaq: AMKR), a leading provider of semiconductor packaging and test 
services, today announced that it will issue its financial results for the 
fourth quarter ...",2020-1-15,Business Wire,https://www.businesswire.com/news/home/20200115005049/en/Amkor-Technology-to-Announce-Fourth-Quarter-and-Full-Year-2019-Financial-Results-on-February-10-2020
semiconductor,GB,Global Electronic Grade Sulfuric Acid Market Size is Estimated ...,"The semiconductors segment is the largest application of electronic grade 
sulfuric acid. ... It is majorly used to clean silicon wafers during 
semiconductor ...",2020-1-16,Business Wire,https://www.businesswire.com/news/home/20200116005311/en/Global-Electronic-Grade-Sulfuric-Acid-Market-Size-is-Estimated-to-be-USD-300-Million-in-2019-is-Projected-to-reach-USD-415-Million-by-2024-at-a-CAGR-of-6.7---ResearchAndMarkets.com
semiconductor,GB,DuPont to explore divestiture of electronics unit: BBG,"The Electronics and Imaging unit, whose customers include semiconductor and 
LED makers, was the smallest of Dupont's core business by revenue at the 
end of ...",2020-1-16,Reuters,https://www.reuters.com/article/us-dupont-de-divestiture-idUSKBN1ZF2JW
semiconductor,GB,5/3nm Wars Begin,"Rollout schedules for these GAA FETs vary by foundry. Samsung and TSMC are 
both in production at 7nm with finFETs, and they will ramp up 5nm using 
finFETs later ...",2020-1-23,Semiconductor Engineering,https://semiengineering.com/5-3nm-wars-begin/
semiconductor,GB,SiC Foundry Business Emerges - SemiEngineering,"SiC, a compound semiconductor material based on silicon and carbon, is used 
to make specialized power semiconductor devices for high-voltage 
applications ...",2020-1-23,Semiconductor Engineering,https://semiengineering.com/sic-foundry-business-emerges/
semiconductor,GB,Omni MedSci files a second Patent Infringement case against ...,"... MedSci filed another patent infringement case against Apple in Northern 
California concerning their patent 10,517,484 titled ""Semiconductor 
diodes-based ...",2020-1-25,Patently Apple,https://www.patentlyapple.com/patently-apple/2020/01/omni-medsci-files-a-second-patent-infringement-case-against-apple-that-claims-apple-watch-uses-their-technology.html
semiconductor,GB,Japan's etching gas exports to South Korea bounce back,"Etching gas is critical to producing semiconductors, one of South Korea's 
most important industries. Japan began requiring case-by-case approval for 
exports ...",2020-1-31,Nikkei Asia,https://asia.nikkei.com/Spotlight/Japan-South-Korea-rift/Japan-s-etching-gas-exports-to-South-Korea-bounce-back
semiconductor,GB,Samsung is testing out the first 3 nm GAAFET semiconductor ...,"Samsung is testing out the first 3 nm GAAFET semiconductor prototypes ... 
Samsung and TSMC are almost on equal footing when it comes to 5 nm 
production nodes, yet ...",2020-1-6,NotebookCheck.net,https://www.notebookcheck.net/Samsung-is-testing-out-the-first-3-nm-GAAFET-semiconductor-prototypes.449337.0.html
semiconductor,GB,STMicro CEO says a Huawei ban would not threaten $12 billion revenue target,"... industry move towards more sophisticated semiconductors within the 
telecoms, ... of the year is generally a weaker period in the semiconductor 
industry.",2020-1-23,Reuters,https://www.reuters.com/article/us-stmicroelectronics-results-idUSKBN1ZM12Z
semiconductor,GB,University of Sheffield spins-out micro-LED company - News,"... in semiconductor materials and devices - the company is collaborating 
with global corporations on next generation micro-LED product developments.",2020-1-31,Compound Semiconductor,https://compoundsemiconductor.net/article/110183/University_Of_Sheffield_Spins-out_Micro-LED_Company
semiconductor,GB,Sanan Appoints Plextek RFI for 5G GaAs MMIC Design - News,"Compound Semiconductor would like to notify you of new and interesting 
articles! Don't Allow. Allow. This website requires JavaScript.",2020-1-6,Compound Semiconductor,https://compoundsemiconductor.net/article/109841/Sanan_Appoints_Plextek_RFI_for_5G_GaAs_MMIC_Design_
semiconductor,GB,Semiconductors Market in Vietnam 2020-2024 | 19% CAGR ...,"With the growing construction of smart homes, the demand for semiconductors 
will increase significantly over the forecast period. “Rising demand for 
autonomous ...",2020-1-29,Business Wire,https://www.businesswire.com/news/home/20200129005505/en/Semiconductors-Market-in-Vietnam-2020-2024-19-CAGR-Projection-Through-2024-Technavio
semiconductor,GB,Sony cranking out image sensors round the clock to meet ...,"Semiconductors are now Sony's most profitable business after the 
PlayStation. ... Sony forecasts revenue from its semiconductor division 
will climb 18 ...",2020-1-2,The Japan Times,https://www.japantimes.co.jp/news/2020/01/02/business/corporate-business/sony-cranking-image-sensors-round-clock-meet-smartphone-fueled-demand/
semiconductor,GB,Samsung Prototypes First Ever 3nm GAAFET Semiconductor,"According to the report, Samsung's goal is to become the world's number one 
semiconductor manufacturer by 2030. Samsung's work on the 3nm process is 
based on ...",2020-1-3,Tom's Hardware,https://www.tomshardware.com/news/samsung-prototypes-first-ever-3nm-gaafet-semiconductor
semiconductor,GB,"The $415M Electronic Grade Sulfuric Acid Market, 2024 ...","The semiconductors segment is the largest application of electronic grade 
sulfuric ... 5.2.4.1 Recycling of Sulfuric Acid Used in the Semiconductor 
Industry",2020-1-14,GlobeNewswire,https://www.globenewswire.com/news-release/2020/01/14/1970100/28124/en/The-415M-Electronic-Grade-Sulfuric-Acid-Market-2024-Analysis-on-Applications-in-Semiconductors-PCB-Panels-and-Pharmaceuticals.html
semiconductor,GB,"EDA, IP Growth Surge","EDA and IP grew 8.9% in Q3 of 2019, according to a just-released report, 
indicating continued confidence in semiconductor growth.",2020-1-7,Semiconductor Engineering,https://semiengineering.com/eda-ip-growth-strong-in-q3/
semiconductor,GB,US-China Tech Race: US Chipmakers May Be At Risk,"Semiconductor stocks have been on a tear since the beginning of June as 
demand concerns eased. The most-traded semiconductor ETF, SOXX SOXX, ...",2020-1-21,Yahoo Finance,https://finance.yahoo.com/news/us-china-tech-race-us-192007812.html
semiconductor,GB,4 Funds to Make the Most of the Chip Market Boom,"The iShares PHLX Semiconductor index (SOX) rose by as much as 60.1% through 
2019. The index's rally last year was its strongest performance since 
2009, ...",2020-1-3,Yahoo Finance,https://finance.yahoo.com/news/4-funds-most-chip-market-132401037.html
semiconductor,GB,Toray Achieves World's 1st UHF Wireless Communication ...,"announced that it became the first in the world to communicate wirelessly 
across the UHF (ultrahigh frequency) band with a printed semiconductor. 
This setup ...",2020-1-21,Printed Electronics Now,https://www.printedelectronicsnow.com/contents/view_breaking-news/2020-01-21/toray-achieves-worlds-1st-uhf-wireless-communication-with-low-cost-printed-rfids/
semiconductor,GB,Innovative Foundry Technologies Files Patent Infringement ...,"6, 2020 /PRNewswire/ -- Innovative Foundry Technologies (IFT) announced 
that it has filed a patent infringement lawsuit against Semiconductor 
Manufacturing ...",2020-1-6,PR Newswire,https://www.prnewswire.com/news-releases/innovative-foundry-technologies-files-patent-infringement-suit-against-smic-broadcom-cypress-semiconductor-and-dish-network-300981639.html
semiconductor,GB,Korean Company Begins Mass Production of High-purity ...,"Since Japan began to restrict exports of three key materials for 
semiconductor and display production -- high-purity hydrogen fluoride, 
fluorine polyimide ...",2020-1-3,Businesskorea,http://www.businesskorea.co.kr/news/articleView.html?idxno=39795
semiconductor,GB,Global Atomic Layer Deposition (ALD) Market is Expected to ...,"It is widely used in the semiconductor manufacturing industry to make 
electronics small and miniaturized. This technology involves the use of new 
and highly ...",2020-1-29,GlobeNewswire,https://www.globenewswire.com/news-release/2020/01/29/1976956/0/en/Global-Atomic-Layer-Deposition-ALD-Market-is-Expected-to-Reach-USD-9-51-Billion-by-2025-Fior-Markets.html
semiconductor,GB,Yole forecasts big changes in Epitaxy market - News,"MOCVD services the majority of the III-V compound semiconductor epitaxy 
industry such as GaAs and GaN based devices. High-Temperature (HT) CVD 
serves the ...",2020-1-23,Compound Semiconductor,https://compoundsemiconductor.net/article/110086/Yole_Forecasts_Big_Changes_In_Epitaxy_Market%7BfeatureExtra%7D
semiconductor,GB,DuPont to build a photoresist factory for EUV in Korea,"Analysts say that South Korea has prepared new suppliers for major 
semiconductor materials and has set the stage for accelerating 'departure 
from Japan'.",2020-1-10,Korea IT Times,http://www.koreaittimes.com/news/articleView.html?idxno=95004
semiconductor,GB,Epitaxy equipment market to grow from $940m to over $6bn ...,"From a technical point of view, metal-organic chemical vapor deposition 
(MOCVD) serves most of the III-V compound semiconductor epitaxy industry, 
such as ...",2020-1-24,Semiconductor Today,http://www.semiconductor-today.com/news_items/2020/jan/yole-240120.shtml
semiconductor,GB,Cypress Reports Fourth Quarter and Year End 2019 Results,"BUSINESS WIRE)--Cypress Semiconductor Corporation (NASDAQ: CY) today 
announced its fourth quarter and fiscal year 2019 results with the 
following highlights ...",2020-1-30,Business Wire,https://www.businesswire.com/news/home/20200130005810/en/Cypress-Reports-Fourth-Quarter-and-Year-End-2019-Results
semiconductor,GB,Samsung’s market cap rises to world’s 18th,"The tech giant is expected to extend its winning streak on a widely 
optimistic forecast of its 2020 performance on the back of the recovering 
semiconductor ...",2020-1-12,The Korea Herald,http://www.koreaherald.com/view.php?ud=20200112000166
semiconductor,GB,Here's How KLA's Shares Doubled in 2019,"The semiconductor equipment formerly known as KLA-Tencor crushed Wall 
Street's ... The maker of testing tools used in the process of making 
semiconductors ...",2020-1-13,The Motley Fool,https://www.fool.com/investing/2020/01/13/heres-how-klas-shares-doubled-in-2019.aspx
semiconductor,GB,"Forget trade deal, US-China tech war will define century, says new report","China imported more semiconductors than oil in 2018, with “China depending 
... However, given that the most advanced Chinese producers of 
semiconductor ...",2020-1-17,South China Morning Post,https://www.scmp.com/economy/china-economy/article/3046562/us-china-tech-war-be-defining-issue-century-despite-signing
semiconductor,GB,Korea’s December industrial production picks up,"Indeed, the imputed semiconductor figures, although positive, were some of 
the more moderate growth figures in their list. Broad-based is good news 
too, ...",2020-1-30,ING Think,https://think.ing.com/snaps/koreas-december-industrial-production-picks-up/
semiconductor,GB,Apple chipmaker TSMC says production has not been affected by coronavirus,"TSMC, UMC say production in China remains normal: Taiwan Semiconductor 
Manufacturing Company (TSMC) and United Microelectronics (UMC) have both 
said that ...",2020-1-31,iMore,https://www.imore.com/apple-chipmaker-tsmc-says-production-has-not-been-affected-coronavirus
semiconductor,GB,DARPA hopes to form quantum computing consortium,"Formed back in 1987 as a way to compete with Japanese technology giants, 
the Semiconductor Manufacturing Technology consortium was given $500m (over 
$1bn in ...",2020-1-3,Data Center Dynamics,https://www.datacenterdynamics.com/en/news/darpa-hopes-form-quantum-computing-consortium/
semiconductor,GB,"Globaltronic Precision: From semiconductors to aircraft, SME ...","Globaltronic Precision: From semiconductors to aircraft ... Founder and 
director Christopher Foo says Globaltronic has not stopped at aerospace in 
its quest for ...",2020-1-28,The Business Times,https://www.businesstimes.com.sg/sme/globaltronic-precision-from-semiconductors-to-aircraft
semiconductor,GB,SK Hynix operating profit falls 87% in 2019,"The semiconductor company also saw a revenue of 27 trillion won, a drop of 
33% from 2018. Margin rate also dropped to 10% from its record high of 52% 
last year.",2020-1-31,ZDNet,https://www.zdnet.com/article/sk-hynix-operating-profit-falls-87-in-2019/
semiconductor,GB,Samsung factory likely suffers millions in losses due to a blackout,"Absolutely nothing can be allowed to go wrong at a semiconductor 
manufacturing plant. The manufacturing process for these chips requires 
exceptional care ...",2020-1-31,SamMobile,https://www.sammobile.com/news/samsung-factory-millions-losses-blackout/
semiconductor,GB,AMEC becomes first 100-billion-yuan company on STAR Market,"AMEC, or the Advanced Micro-Fabrication Equipment Inc, one of the first 
firms listed on STAR, is now valued 105 billion yuan. The Shanghai-based 
semiconductor ...",2020-1-19,Shanghai Daily,https://www.shine.cn/biz/tech/2001190124/
semiconductor,GB,Better Buy: NXP Semiconductors vs. Texas Instruments,"Investors with an interest in the semiconductor industry often find 
themselves weighing Texas Instruments (NASDAQ:TXN) against NXP 
Semiconductors ...",2020-1-3,The Motley Fool,https://www.fool.com/investing/2020/01/03/better-buy-nxp-semiconductors-vs-texas-instruments.aspx
semiconductor,GB,Diodes semiconductor plant wins £13.7 funding boost,"Semiconductor manufacturer Diodes Incorporated has received £13.7 million 
in funding from Scottish Enterprise to help future growth at its plant in 
Greenock ...",2020-1-6,Scottish Business Insider,https://www.insider.co.uk/news/diodes-semiconductor-plant-wins-137-21224530
semiconductor,GB,Samsung Makes the First 3nm GAAFET Semiconductor!,"According to the report, Samsung's goal is to become the world's number one 
semiconductor manufacturer by 2030. Samsung has succeeded in making a 
prototype of ...",2020-1-4,Wccftech,https://wccftech.com/samsung-makes-the-first-3nm-gaafet-semiconductor/
semiconductor,GB,"Chip market declined 12% in 2019, says Gartner","Top 10 Semiconductor Vendors by Revenue, Worldwide, 2019 (Millions of U.S. 
Dollars). Source: Gartner. As a result Intel's semiconductor revenue 
declined 0.7 ...",2020-1-16,eeNews Europe,https://www.eenewseurope.com/news/chip-market-declined-12-2019-says-gartner
semiconductor,GB,"iShares PHLX Semiconductor ETF Is Expensive, But Long-Term Growth Outlook 
Appears To Be Favorable","Semiconductor components are essential electronic components that consumers 
need in everyday lives. The industry is set to continue to grow at a fast 
pace, ...",2020-1-23,Seeking Alpha,https://seekingalpha.com/article/4318639-ishares-phlx-semiconductor-etf-is-expensive-long-term-growth-outlook-appears-to-be-favorable
semiconductor,GB,"Galaxy Fold's bendable screen is still flawed. Is diamond glass the 
solution?","Akhan Semiconductor isn't the only company working toward a stronger 
material for foldable phones. Gorilla Glass-maker Corning showed CNET glass 
that's thin ...",2020-1-22,CNET,https://www.cnet.com/tech/mobile/galaxy-fold-bendable-screen-still-flawed-is-diamond-glass-solution/
semiconductor,GB,2D and 3D combo could keep Moore's Law going,"“Thickness scaling of common semiconductor materials, such as Si, ... the 
2D semiconductors exhibit reasonably high mobilities and immunity against 
surface ...",2020-1-6,GCN,https://gcn.com/articles/2020/01/06/2d-3d-integrated-circuits.aspx
semiconductor,GB,How Does Samsung Make Money?,"Semiconductor Revenues grew from about $38 billion in 2015 to $73 billion 
in 2018, driven by strong DRAM and NAND pricing, they are likely to decline 
to under ...",2020-1-2,Forbes,https://www.forbes.com/sites/greatspeculations/2020/01/02/how-does-samsung-make-money/
semiconductor,GB,Top 3 ETFs For Investing In Asia,"Taiwan Semiconductor Manufacturing; Public Bank. Next is the iShares MSCI 
All Country Asia ex Japan ETF (AAXJ). This is an Asia focused ETF providing 
exposure ...",2020-1-24,Nasdaq,https://www.nasdaq.com/articles/top-3-etfs-for-investing-in-asia-2020-01-24
semiconductor,GB,New Report: China's Memory Ambitions,"“China found that its semiconductor imports exceeded even its petroleum 
imports, motivating this cash-rich nation to seek self-sufficiency,” said 
Jim Handy, ...",2020-1-23,Electronic Design,https://www.electronicdesign.com/technologies/embedded-revolution/article/21121263/objective-analysis-new-report-chinas-memory-ambitions
semiconductor,GB,3 “Strong Buy” Stocks for the 5G Revolution in 2020,"Investors in Tower Semiconductor stock can expect to see ""low double-digit"" 
organic growth in 2020, says Needham analyst Rajvindra Gill. And while that 
may not ...",2020-1-17,Nasdaq,https://www.nasdaq.com/articles/3-strong-buy-stocks-for-the-5g-revolution-in-2020-2020-01-17
semiconductor,GB,Intel recaptures title of world's largest semiconductor vendor by revenue,"In brief: Worldwide semiconductor revenue dipped significantly in 2019 due 
to the global downturn in the memory market. As a result, Intel was able to 
slide ...",2020-1-16,TechSpot,https://www.techspot.com/news/83583-intel-recaptures-title-world-largest-semiconductor-vendor-revenue.html
semiconductor,GB,Uk team takes next step towards III-V memory - News,"Compound Semiconductor would like to notify you of new and interesting 
articles! Don't Allow. Allow.",2020-1-15,Compound Semiconductor,https://compoundsemiconductor.net/article/110000/Uk_Team_Takes_Next_Step_Towards_III-V_Memory
semiconductor,GB,Silanna Semiconductor's Active Clamp Flyback Controllers ...,"Silanna Semiconductor's Active Clamp Flyback Controllers Combine Four ACF 
Subsystems · The SZ1101 (33W) and SZ1105 (65W) incorporate four key ACF 
subsystems to ...",2020-1-16,All About Circuits,https://www.allaboutcircuits.com/news/silanna-semiconductors-active-clamp-flyback-controllers-combine-four-acf-subsystems/
semiconductor,GB,TSMC Hires Ex-Intel Lobbyist to Deal With U.S.-China Tensions,"Taiwan Semiconductor Manufacturing Co., a major chipmaker to Apple Inc. and 
Huawei Technologies Co., has recruited rival Intel Corp.'s former top 
lobbyist ...",2020-1-13,Bloomberg.com,https://www.bloomberg.com/news/articles/2020-01-13/tsmc-hires-ex-intel-lobbyist-to-deal-with-u-s-china-tensions
semiconductor,GB,Kioxia takeout gets cool response,"Lenders see Kioxia as a riskier proposition given the sluggish performance 
of the semiconductor industry. Kioxia lifted sales and narrowed losses in 
the ...",2020-1-17,Reuters,https://www.reuters.com/article/kioxia-takeout-gets-cool-response-idUSL4N29M255
semiconductor,GB,Imec shows Scalable III-V and III-N Devices on Silicon - News,"Compound Semiconductor would like to notify you of new and interesting 
articles! Don't Allow. Allow. This website requires JavaScript.",2020-1-10,Compound Semiconductor,https://compoundsemiconductor.net/article/109922/Imec_Shows_Scalable_III-V_And_III-N_Devices_On_Silicon
semiconductor,GB,New LED from Osram enables ultra-slim headlights - News,"Osram Opto Semiconductors has announced the Oslon Boost HM LED for 
ultra-slim headlamp designs in vehicles. In addition to adding features 
such as adaptive ...",2020-1-22,Compound Semiconductor,https://compoundsemiconductor.net/article/110079/New_LED_From_Osram_Enables_Ultra-slim_Headlights
semiconductor,GB,Addressing Risk in the Era of US-China “Great Power ...,"According to a report by C4ADS, CSR Corporation's (now China Railway 
Rolling Stock Corporation, or CRRC) acquisition of UK-based Dynex 
Semiconductor facilitated ...",2020-1-13,China Business Review,https://www.chinabusinessreview.com/addressing-risk-in-the-era-of-us-china-great-power-competition/
semiconductor,GB,"Amtech exits solar, names new CEO","... its Tempress solar business, thus exiting the photovoltaic (PV) segment 
and putting a clear focus on the semiconductor and silicon carbide 
businesses.",2020-1-29,Renewables Now,https://renewablesnow.com/news/amtech-exits-solar-names-new-ceo-685238/
semiconductor,GB,Micron Stock Is Jumping After an Upgrade Tied to 5G Phone Memory Demand,"The chip maker is a leader in the DRAM and NAND semiconductor markets. 
DRAM, or dynamic random-access memory, is used in desktop computers, mobile 
phones ...",2020-1-7,Barron's,https://www.barrons.com/articles/micron-stock-upgrade-5g-phone-memory-demand-dram-nand-chip-51578410015
semiconductor,GB,4 Chip Stocks to Gain From China's Reliance on US Tech,"Semiconductor Stocks at the Forefront. This dependence on prominent U.S. 
chipmakers naturally brings semiconductor stocks to investors' watch list.",2020-1-2,Nasdaq,https://www.nasdaq.com/articles/4-chip-stocks-to-gain-from-chinas-reliance-on-us-tech-2020-01-02
semiconductor,GB,"Big Growth Areas: Connectivity, AI, Reliability - SemiEngineering","“Semiconductor and equipment vendors have been introducing a range of chips 
and equipment for WiFi 6,” says Jo Jones, technology communications manager 
for ...",2020-1-14,Semiconductor Engineering,https://semiengineering.com/big-growth-areas-connectivity-ai-reliability/
semiconductor,GB,Marvell Shows Off ‘The New Marvell’ At Its First Industry Analyst Event,"Few end customers allow semiconductor companies to say they are inside, but 
Marvell disclosed a few, big wins: · Samsung: the company has a 
longstanding and ...",2020-1-21,Forbes,https://www.forbes.com/sites/moorinsights/2020/01/21/marvell-shows-off-the-new-marvell-at-its-first-industry-analyst-event/
semiconductor,GB,ROHM Group Company SiCrystal and STMicroelectronics ...,"ST is a global semiconductor leader delivering intelligent and 
energy-efficient products ... Founded in 1958, ROHM provides LSI and 
discrete semiconductors ...",2020-1-15,GlobeNewswire,https://www.globenewswire.com/news-release/2020/01/15/1971079/0/en/ROHM-Group-Company-SiCrystal-and-STMicroelectronics-Announce-Multi-Year-Silicon-Carbide-Wafer-Supply-Agreement.html
semiconductor,GB,ASML is too convenient a target for the US – Bits&amp;Chips,"ASML shouldn't be singled out as the only semiconductor company to be 
restricted. If the US wants to cut off China, at the very least, ban 
American ...",2020-1-9,Bits-chips,https://bits-chips.nl/artikel/asml-is-too-convenient-a-target-for-the-us/
semiconductor,GB,Why Samsung Plans To Double Down On The $170 Billion ...,"On the other hand, the logic chip and foundry space could enable the 
company to post more stable semiconductor revenues and profits. In this 
analysis, we take a ...",2020-1-17,Trefis,https://www.trefis.com/stock/ssnlf/articles/480598/why-samsung-plans-to-double-down-on-the-170-billion-logic-chip-market/2020-01-17
semiconductor,GB,Apple Boosts Chip Orders From Main Foundry Supplier TSMC,"Data source: Taiwan Semiconductor. Chart by author. Figures shown in New 
Taiwan dollars. The iPhone 11, which is more affordable and has fewer bells 
and ...",2020-1-23,The Motley Fool,https://www.fool.com/investing/2020/01/23/apple-boosts-chip-orders-from-main-foundry-supplie.aspx
semiconductor,GB,ST readies for SiC take-off - News,"Without a doubt, automotive markets are a huge draw for any wide bandgap 
semiconductor player. In the last two to three years, auto-manufacturer 
investments ...",2020-1-14,Compound Semiconductor,https://compoundsemiconductor.net/article/109960/ST_Readies_For_SiC_Take-off
semiconductor,GB,The Great U.S.-China Tech Divide,"China is hastening to make semiconductors and consumer electronics without 
... Semiconductor manufacturers, in particular, have a lot to lose in the 
dust-up ...",2020-1-20,The Wall Street Journal,https://www.wsj.com/articles/the-great-u-s-china-tech-divide-11579542441
semiconductor,GB,Advantest to Showcase Semiconductor Test Solutions for 5G ...,"Leading semiconductor test equipment supplier Advantest Corporation will 
feature its newest test solutions for advanced ICs at SEMICON Korea on 
February 5-7 ...",2020-6-17,AiThority.com,https://aithority.com/internet-of-things/5g-technology/advantest-to-showcase-latest-semiconductor-test-solutions-for-5g-automotive-and-iot-applications-at-semicon-korea-2020/
semiconductor,GB,The Global ASIC Chip Market size is expected to reach $24.7 ...,"Therefore, growth in the semiconductor industry combined with an increase 
in ... Xilinx, Inc., Taiwan Semiconductor Manufacturing Company Limited 
(TSMC), ...",2020-1-15,GlobeNewswire,https://www.globenewswire.com/news-release/2020/01/15/1970691/0/en/The-Global-ASIC-Chip-Market-size-is-expected-to-reach-24-7-billion-by-2025-rising-at-a-market-growth-of-8-2-CAGR-during-the-forecast-period.html
semiconductor,GB,Stable lithium could lead to new class of neutron detectors,"“People have imagined semiconductor neutron detectors for a long time,” 
said ... “Or you can find stable lithium compounds that are not good 
semiconductors.",2020-1-17,The Engineer,https://www.theengineer.co.uk/lithium-neutron-detectors/
semiconductor,GB,Nowi Energy Harvesting Technology Enables ...,"LAS VEGAS--(BUSINESS WIRE)--Dutch semiconductor firm Nowi and Swiss 
smartwatch module company MMT (Manufacture Modules Technologies SA) 
announce commercial ...",2020-1-6,Business Wire,https://www.businesswire.com/news/home/20200106005110/en/Nowi-Energy-Harvesting-Technology-Enables-Groundbreaking-Hybrid-Smart-Watch-Module-for-MMT
semiconductor,GB,Chicken Droppings Can Make Graphene More Catalytic,"AerospaceArtificial IntelligenceBiomedicalComputingConsumer 
ElectronicsEnergyHistory of 
TechnologyRoboticsSemiconductorsSensorsTelecommunications ...",2020-1-27,IEEE Spectrum,https://spectrum.ieee.org/graphene-doping-catalyst-materials-research-news
semiconductor,GB,Patterned sapphire silica substrate for ultraviolet light-emitting ...,"Semiconductor Today Logo ... Mike Cooke is a freelance technology 
journalist who has worked in the semiconductor and advanced technology 
sectors since 1997.",2020-1-30,Semiconductor Today,http://www.semiconductor-today.com/news_items/2020/jan/wuhan-300120.shtml
semiconductor,GB,Chip Market Rebounds in 2020 as Economic Woes Linger,"The global semiconductor market is expected to rebound this year by as much 
as 7.9 percent, but the ghosts of 2019 haven't vanished.",2020-1-29,EPS NEWS,https://epsnews.com/2020/01/29/chip-market-rebounds-in-2020-as-economic-woes-linger/
